epoch	left_pid	left_rxq	left_drops	right_pid	right_rxq	right_drops
1786946039.547371960	33	0	188	41	0	23
1786946039.666918228	33	0	188	41	0	23
1786946039.786717804	33	0	188	41	0	23
1786946039.910206911	33	0	188	41	0	23
1786946040.030039447	33	0	188	41	0	23
1786946040.149859443	33	0	188	41	0	23
1786946040.277618153	33	0	188	41	0	23
1786946040.400086341	33	0	188	41	0	23
1786946040.523853403	33	0	188	41	0	23
1786946040.652752977	33	0	188	41	0	23
1786946040.778120748	33	2304	188	41	0	23
1786946040.903302823	33	0	188	41	0	23
1786946041.031215442	33	0	188	41	0	23
1786946041.156143332	33	0	188	41	0	23
1786946041.277360892	33	0	188	41	0	23
1786946041.399114887	33	0	188	41	0	23
1786946041.524576784	33	0	188	41	0	23
1786946041.646082302	33	0	188	41	0	23
1786946041.771171999	33	0	188	41	0	23
1786946041.892170627	33	0	188	41	0	23
1786946042.013383253	33	0	188	41	0	23
1786946042.134787477	33	0	188	41	0	23
1786946042.255973253	33	0	188	41	0	23
1786946042.377327685	33	0	188	41	0	23
1786946042.498524203	33	0	188	41	0	23
1786946042.620143973	33	0	188	41	0	23
1786946042.748521660	33	0	188	41	0	23
1786946042.873635579	33	0	188	41	0	23
1786946042.995107466	33	0	188	41	0	23
1786946043.116441344	33	0	188	41	0	23
1786946043.241208731	33	0	188	41	0	23
1786946043.361822639	33	0	188	41	0	23
1786946043.483258783	33	0	188	41	0	23
1786946043.604579507	33	0	188	41	0	23
1786946043.726302179	33	0	188	41	0	23
1786946043.850683919	33	0	188	41	0	23
1786946043.974483346	33	0	188	41	0	23
1786946044.098098778	33	0	188	41	0	23
1786946044.219426353	33	0	188	41	0	23
1786946044.340527871	33	0	188	41	0	23
1786946044.469061995	33	0	188	41	0	23
1786946044.601775621	33	0	188	41	0	23
1786946044.727385662	33	0	188	41	0	23
1786946044.851826473	33	0	188	41	0	23
1786946044.973117147	33	0	188	41	0	23
1786946045.094728223	33	0	188	41	0	23
1786946045.215528727	33	0	188	41	0	23
1786946045.348536457	33	0	188	41	0	23
1786946045.473215615	33	0	188	41	0	23
1786946045.599126301	33	0	188	41	0	23
1786946045.724556924	33	0	188	41	0	23
1786946045.849459055	33	0	188	41	0	23
1786946045.978396440	33	2304	188	41	0	23
1786946046.099636333	33	0	188	41	0	23
1786946046.231862901	33	0	188	41	0	23
1786946046.360900781	33	0	188	41	0	23
1786946046.481888329	33	0	188	41	0	23
1786946046.610442074	33	0	188	41	0	23
1786946046.734991943	33	0	188	41	0	23
1786946046.856858911	33	0	188	41	0	23
1786946046.985659648	33	0	188	41	2304	23
1786946047.110559778	33	0	188	41	0	23
1786946047.238900820	33	0	188	41	0	23
1786946047.360580616	33	0	188	41	0	23
1786946047.482262052	33	0	188	41	0	23
1786946047.610910049	33	0	188	41	0	23
1786946047.732085558	33	0	188	41	0	23
1786946047.853602820	33	0	188	41	0	23
1786946047.974690782	33	0	188	41	0	23
1786946048.096159512	33	0	188	41	0	23
1786946048.224535691	33	0	188	41	0	23
1786946048.345547589	33	0	188	41	0	23
1786946048.467289465	33	0	188	41	0	23
1786946048.588283817	33	0	188	41	0	23
1786946048.710162679	33	0	188	41	0	23
1786946048.831453271	33	0	188	41	0	23
1786946048.960239796	33	0	188	41	0	23
1786946049.086006762	33	0	188	41	0	23
1786946049.207990461	33	0	188	41	0	23
1786946049.329573489	33	0	188	41	0	23
1786946049.450688926	33	0	188	41	0	23
1786946049.575551439	33	0	188	41	0	23
1786946049.697263176	33	0	188	41	0	23
1786946049.825317550	33	0	188	41	0	23
1786946049.946720721	33	0	188	41	0	23
1786946050.071518404	33	0	188	41	0	23
1786946050.192983925	33	0	188	41	0	23
1786946050.320862068	33	0	188	41	0	23
1786946050.441723843	33	0	188	41	0	23
1786946050.563270542	33	0	188	41	0	23
1786946050.684198356	33	0	188	41	0	23
1786946050.805437482	33	0	188	41	0	23
1786946050.926933361	33	0	188	41	0	23
1786946051.048248534	33	0	188	41	0	23
1786946051.172929094	33	0	188	41	0	23
1786946051.297700088	33	0	188	41	0	23
1786946051.419380737	33	0	188	41	0	23
1786946051.540334679	33	0	188	41	0	23
1786946051.671747797	33	0	188	41	0	23
1786946051.792689448	33	0	188	41	0	23
1786946051.920446735	33	0	188	41	0	23
1786946052.041614047	33	0	188	41	0	23
1786946052.166020540	33	0	188	41	0	23
1786946052.294149804	33	0	188	41	0	23
1786946052.415566005	33	0	188	41	0	23
1786946052.540085256	33	0	188	41	0	23
1786946052.661488914	33	0	188	41	0	23
1786946052.790352134	33	0	188	41	0	23
1786946052.915231804	33	0	188	41	0	23
1786946053.043878820	33	0	188	41	0	23
1786946053.165017581	33	0	188	41	0	23
1786946053.294093203	33	0	188	41	0	23
1786946053.421862182	33	0	188	41	0	23
1786946053.546207565	33	0	188	41	0	23
1786946053.667078155	33	0	188	41	0	23
1786946053.788655904	33	0	188	41	0	23
1786946053.917280365	33	0	188	41	0	23
1786946054.045490834	33	0	188	41	0	23
1786946054.166929782	33	0	188	41	0	23
1786946054.294519802	33	0	188	41	0	23
1786946054.415645104	33	0	188	41	0	23
1786946054.539788721	33	0	188	41	0	23
1786946054.667819175	33	0	188	41	0	23
1786946054.797035344	33	0	188	41	0	23
1786946054.918746579	33	0	188	41	0	23
1786946055.044036574	33	0	188	41	0	23
1786946055.165649290	33	0	188	41	0	23
1786946055.290453325	33	0	188	41	0	23
1786946055.411239184	33	0	188	41	0	23
1786946055.532972250	33	0	188	41	0	23
1786946055.664935620	33	0	188	41	0	23
1786946055.796551551	33	0	188	41	0	23
1786946055.935146480	33	0	188	41	0	23
1786946056.056657321	33	0	188	41	0	23
1786946056.177626872	33	0	188	41	0	23
1786946056.299037792	33	0	188	41	0	23
1786946056.427868091	33	0	188	41	0	23
1786946056.549443607	33	0	188	41	0	23
1786946056.678372703	33	0	188	41	0	23
1786946056.799534624	33	2304	188	41	0	23
1786946056.927238741	33	0	188	41	0	23
1786946057.048482988	33	0	188	41	0	23
1786946057.170037421	33	0	188	41	0	23
1786946057.291581083	33	0	188	41	0	23
1786946057.418063562	33	0	188	41	0	23
1786946057.539331618	33	0	188	41	0	23
1786946057.661131694	33	0	188	41	0	23
1786946057.791768544	33	0	188	41	0	23
1786946057.916825954	33	0	188	41	0	23
1786946058.044502751	33	0	188	41	0	23
1786946058.165389005	33	0	188	41	0	23
1786946058.286911022	33	0	188	41	0	23
1786946058.415288253	33	0	188	41	0	23
1786946058.537306383	33	0	188	41	0	23
1786946058.658545951	33	0	188	41	0	23
1786946058.790563109	33	0	188	41	0	23
1786946058.911838073	33	0	188	41	0	23
1786946059.033186486	33	0	188	41	2304	23
1786946059.159334833	33	0	188	41	0	23
1786946059.280570762	33	0	188	41	0	23
1786946059.401852444	33	0	188	41	0	23
1786946059.523692614	33	0	188	41	0	23
1786946059.645154941	33	0	188	41	0	23
1786946059.773527389	33	0	188	41	0	23
1786946059.906895783	33	0	188	41	0	23
1786946060.032447098	33	0	188	41	0	23
1786946060.154023298	33	0	188	41	0	23
1786946060.282666780	33	0	188	41	0	23
1786946060.411731605	33	0	188	41	0	23
1786946060.533324648	33	0	188	41	0	23
1786946060.654721050	33	0	188	41	0	23
1786946060.780011393	33	0	188	41	0	23
1786946060.909563321	33	0	188	41	0	23
1786946061.034682214	33	0	188	41	0	23
1786946061.159371470	33	0	188	41	0	23
1786946061.284209258	33	0	188	41	2304	23
1786946061.412960599	33	0	188	41	0	23
1786946061.538510596	33	0	188	41	0	23
1786946061.660230762	33	0	188	41	0	23
1786946061.784958105	33	0	188	41	0	23
1786946061.914242420	33	0	188	41	0	23
1786946062.047324722	33	0	188	41	0	23
1786946062.168229496	33	0	188	41	0	23
1786946062.297234294	33	0	188	41	0	23
1786946062.422260471	33	0	188	41	0	23
1786946062.548072281	33	0	188	41	0	23
1786946062.679427067	33	0	188	41	0	23
1786946062.804369127	33	0	188	41	0	23
1786946062.925580898	33	0	188	41	0	23
1786946063.065442892	33	0	188	41	0	23
1786946063.198805602	33	0	188	41	0	23
1786946063.336578276	33	0	188	41	0	23
1786946063.457404411	33	0	188	41	0	23
1786946063.578839385	33	0	188	41	0	23
1786946063.700113512	33	0	188	41	0	23
1786946063.821294838	33	0	188	41	0	23
1786946063.942370017	33	0	188	41	0	23
1786946064.071414025	33	0	188	41	0	23
1786946064.192759032	33	0	188	41	0	23
1786946064.321472119	33	0	188	41	0	23
1786946064.446473130	33	0	188	41	0	23
1786946064.568210174	33	0	188	41	0	23
1786946064.693314586	33	0	188	41	0	23
1786946064.814711742	33	0	188	41	0	23
1786946064.942802334	33	0	188	41	0	23
1786946065.064850281	33	0	188	41	0	23
1786946065.186238578	33	0	188	41	0	23
1786946065.318777435	33	0	188	41	0	23
1786946065.447397801	33	0	188	41	0	23
1786946065.572754767	33	0	188	41	0	23
1786946065.694494785	33	0	188	41	0	23
1786946065.823466563	33	0	188	41	0	23
1786946065.948249589	33	0	188	41	0	23
1786946066.069560095	33	0	188	41	0	23
1786946066.205356093	33	0	188	41	0	23
1786946066.330156521	33	0	188	41	0	23
1786946066.457828422	33	0	188	41	0	23
1786946066.590870770	33	0	188	41	0	23
1786946066.718729762	33	0	188	41	0	23
1786946066.844020303	33	0	188	41	0	23
1786946066.965283905	33	0	188	41	0	23
1786946067.087967731	33	0	188	41	0	23
1786946067.208936886	33	0	188	41	0	23
1786946067.341336122	33	0	188	41	0	23
1786946067.462628444	33	0	188	41	0	23
1786946067.587565764	33	0	188	41	0	23
1786946067.716500861	33	0	188	41	0	23
1786946067.838306126	33	0	188	41	0	23
1786946067.959759843	33	0	188	41	0	23
1786946068.095518704	33	0	188	41	0	23
1786946068.228652401	33	0	188	41	0	23
1786946068.353803966	33	0	188	41	0	23
1786946068.474892076	33	0	188	41	0	23
1786946068.603403628	33	0	188	41	0	23
1786946068.734954224	33	0	188	41	0	23
1786946068.859828315	33	0	188	41	0	23
1786946068.985173027	33	0	188	41	0	23
1786946069.105911997	33	0	188	41	0	23
1786946069.227451380	33	0	188	41	0	23
1786946069.359489484	33	0	188	41	0	23
1786946069.483861741	33	0	188	41	0	23
1786946069.608957502	33	0	188	41	0	23
1786946069.730083883	33	0	188	41	0	23
1786946069.854122667	33	0	188	41	0	23
1786946069.982436136	33	0	188	41	0	23
1786946070.103688793	33	0	188	41	0	23
1786946070.225414519	33	0	188	41	0	23
1786946070.354241267	33	0	188	41	0	23
1786946070.475389731	33	0	188	41	0	23
1786946070.596902138	33	0	188	41	0	23
1786946070.718149164	33	0	188	41	0	23
1786946070.847077012	33	0	188	41	0	23
1786946070.968091612	33	0	188	41	0	23
1786946071.096550175	33	0	188	41	0	23
1786946071.221455645	33	0	188	41	0	23
1786946071.342814390	33	0	188	41	0	23
1786946071.475488126	33	0	188	41	0	23
1786946071.596530955	33	0	188	41	0	23
1786946071.732392101	33	0	188	41	2304	23
1786946071.853707236	33	0	188	41	0	23
1786946071.981702993	33	0	188	41	0	23
1786946072.109156770	33	0	188	41	0	23
1786946072.230083853	33	0	188	41	0	23
1786946072.359033233	33	0	188	41	0	23
1786946072.481003511	33	0	188	41	0	23
1786946072.602510596	33	0	188	41	0	23
1786946072.730243030	33	0	188	41	0	23
1786946072.858566473	33	0	188	41	0	23
1786946072.979920148	33	0	188	41	0	23
1786946073.100912394	33	0	188	41	0	23
1786946073.222604836	33	0	188	41	0	23
1786946073.344099065	33	0	188	41	0	23
1786946073.465354132	33	0	188	41	0	23
1786946073.586862859	33	0	188	41	0	23
1786946073.712220715	33	0	188	41	0	23
